,날짜,제목,언론사,기자,본문
804,2021.03.26 11:33,"문 대통령, 29일 부동산 관련 반부패정책협의회 주재",경향신문,이주영 기자 young78@kyunghyang.com,"한국토지주택공사(LH) 직원들의 신도시 투기 의혹으로 불거진 공직자들의 부동산 투기 문제가 확산중인 가운데, 문재인 대통령이 오는 29일 청와대에서 부동산 부패 근절을 위한 긴급 반부패정책협의회를 주재한다.강민석 청와대 대변인은 26일 브리핑에서 “부동산 투기 근절 및 재발방지방안, 부동산 투기 발본색원을 위한 범부처 총력 대응을 가동하기 위해 반부패정책회의를 소집한다”고 밝혔다.문 대통령이 반부패정책협의회를 주재하는 것은 지난해 6월 당시 추미애 법무부 장관과 윤석열 검찰총장이 참석한 가운데 권력기관 개혁 등을 논의한 데 이어 약 9개월 만이다.LH 사태를 계기로 부동산과 불공정 이슈가 확산되고 문 대통령의 국정수행 지지율이 집권 후 최저치로 떨어지는 등 민심 이반이 가속화되자 거듭 부패 청산 의지를 강조하려는 행보로 풀이된다. ‘부동산 적폐 청산’과 ‘발본색원’이란 표현을 쓰며 고강도 투기 근절 대책을 주문해온 문 대통령이 이번 회의에서 어떤 메시지를 추가로 내놓을지 주목된다.회의에는 홍남기 경제부총리 겸 기획재정부 장관, 박범계 법무부 장관, 전해철 행정안전부 장관, 구윤철 국무조정실장, 은성수 금융위원장, 전현희 국민권익위원장, 조남관 검찰총장 직무대행, 김대지 국세청장, 김창룡 경찰청장 등이 참석한다."
805,2021.03.26 11:16,"김정은, 미사일 시험 참관대신 '민생행보'",경향신문,김유진 기자 yjkim@kyunghyang.com,"김정은 북한 국무위원장이 평양 시내 도심에 건설되는 주택단지를 시찰하고 새로 나온 여객버스 시제품을 둘러봤다고 노동신문이 26일 보도했다. 김 위원장이 전날 진행된 단거리 탄도미사일 발사를 참관하는 대신 ‘민생행보’를 전개하면서 경제 문제 해결이 절박한 당면 과제임을 드러낸 것으로 보인다.신문은 이날 “김정은 동지께서 보통문 주변 강안지구에 호안다락식주택구를 새로 일떠세울 구상을 밝히고 현지를 돌아보시였다”고 보도했다.김 위원장은 주택단지를 시찰하며 “수도의 중심부를 감돌아흐르는 경치좋은 보통강반을 따라 현대적인 다락식 주택구를 형성하고 다층, 소층살림집들을 조화롭게 배치하여 이 지구를 특색있게 변모시킬 구상”을 설명했다. 특히 “보통문주변 강안지구 호안다락식주택구 800세대 건설은 평양시 1만세대 살림집 건설과는 별도로 당 중앙위원회가 직접 틀어쥐고 올해 중에 완공할 것”을 강조하며 “당과 국가를 위해 헌신적으로 복무하고 있는 각 부문의 노력혁신자, 공로자들과 과학자, 교육자, 문필가를 비롯한 근로자들에게 선물하려 한다”고 말했다.김 위원장은 또 평양에서 운행될 새 여객버스 시제품을 요해(파악)하고 “수도교통망 발전에서 제기되는 문제들을 구체적으로 협의해주시였다”고 신문은 전했다. 김 위원장의 현지지도에는 조용원 노동당 조직비서, 김덕훈 내각 총리, 정상학·리일환·오수용·최상건 당 비서, 김재룡 당 조직지도부장, 김영환 평양시당 책임비서가 수행했다.북한 매체는 김 위원장의 주택단지 시찰 등의 날짜를 공개하지 않았지만, 보도 관행을 볼 때 전날 이뤄진 것으로 보인다. 북한 국방과학원이 리병철 당 중앙군사위원회 부위원장 등이 참관한 가운데 진행한 신형전술유도탄시험발사 참관을 하지 않은 대신, ‘민생’ 현장에 간 것이다. 김 위원장은 지난 21일 순항미사일 발사 당시에도 평양 변두리 사동구역의 1만세대 살림집 건설 착공식을 찾은 바 있다.김 위원장의 이같은 행보는 대북제재와 코로나19, 수해로 경제난이 가중되면서 흐트러진 민심을 다잡으려는 차원으로 풀이된다. 지난 1월 노동당 8차 대회와 2월 전원회의에서 밝힌대로 경제 발전에 주력하며 ‘애민 지도자’ 이미지를 구축하려는 시도로도 보인다."
806,2021.03.26 10:52,"이낙연 “야당 후보, 국정원 사찰 사주 증거 드러나고 있다”",경향신문,곽희양 기자 huiyang@kyunghyang.com,"이낙연 더불어민주당 상임 선거대책위원장이 26일 박형준 국민의힘 부산시장 후보에 대해 “국정원 사찰을 사주한 증거가 드러나고 있다”고 비판했다.이 위원장은 이날 부산 진구 김영춘 민주당 부산시장 후보 사무실에서 열린 당 중앙선거대책위 회의에서 박 후보를 두고 “돈 욕심 많고 의혹이 많은데 모르는 것 많고 실수가 많다”고 깎아내렸다. 그는 “야당 후보가 공직을 맡고 있을 때 국정원 사찰을 사주한 증거가 드러나고 있다”며 “재산 관련 의혹이 쏟아지고 자녀 입시 비리도 나온다. 그에 대해 본인은 기억이 없다, 모른다, 실수했다, 우연이었다고 반복하고 있다”고 말했다.이 위원장은 가덕도 신공항과 ‘2030 부산월드엑스포’ 추진에 김영춘 후보가 적격자라고 말했다. 그는 “김영춘 동지와 함께 (가덕도 신공항)사전 타당성 조사에 들어가고, 문 대통령 임기 안에 기본계획에 착수하겠다”며 “2024년 착공해 2029년 완공하고, 2030 엑스포 성공을 차질없이 하겠다”고 말했다.이 위원장은 “김영춘 후보는 해수부를 우수 부처로 만들고 장관 평가 1위 했다”며 “이런 김영춘이 시정 맡으면 부산시가 우수 지자체 되고 시·도지사 1위 될 것”이라고 말했다. 반면 “야당 후보는 해수부를 폐지한 이명박 정부 정무수석, 가덕도 신공항 중단한 이명박 정부 실세”라며 “부산 해양 도시의 부흥, 가덕신공항에 어떤 역할을 할 수 있을지 여쭙지 않을 수 없다”고 말했다.이 위원장은 이날 ‘서해수호의 날’을 맞아 “서해를 지키다 사망하신 55분의 영웅을 기억하며 추모한다. 가족들께도 마음의 위로를 드린다”고 밝혔다. 이어 “북한이 다시 도발을 하고 있는 것에 대해 깊은 우려를 표한다. 북한은 도발을 자제하고 미국은 대화를 서둘러주길 바란다”고 당부했다."
807,2021.03.26 10:43,"김종인 “윤석열, 5월 중순 의사표시 있을 것… 안철수 ‘별의 순간’ 10년 전 놓쳤다”",경향신문,심진용 기자 sim@kyunghyang.com,"김종인 국민의힘 비상대책위원장이 윤석열 전 검찰총장에 대해 “5월 중순쯤 가면 어떤 형태든지 본인의 의사 표시가 있을 것”이라고 예상했다.김 위원장은 26일 CBS라디오 <김현정의 뉴스쇼> 인터뷰에서 “(윤 전 총장이) 별의 순간을 포착 했으니, 이제 준비를 하면 진짜 별을 따는 것”이라면서 이같이 밝혔다. 앞서 김 위원장은 윤 전 총장 퇴임 전인 지난 1월 “(윤 전 총장은) ‘별의 순간’이 지금 보일 것”이라고 했다.김 위원장은 윤 전 검찰총장의 정계 진출에 대해 “별다른 초이스가 없을 것”이라면서 “지금서부터 속된 말로 파리가 많이 모이게 돼 있는데, 그 파리를 어떻게 골라내고 능숙하게 잘하느냐에 따라서 성공 여부가 달려 있다”고 말했다. 이어 “내가 처음부터 저 사람이 대단히 정무 감각이 많은 사람이라고 그랬다”면서 “9번이나 (사법)시험을 보는 과정에서 우여곡절도 많이 겪고, 책도 많이 읽은 것 같다. 얘기하는 걸 보면 단순한 검사만 한 검사가 아니다”고 높이 평가했다. 윤 전 총장이 경제·외교 등에 문외한이라는 일각의 비판은 “과거 대통령들 봐도 이것저것 다 알아서 대통령 한 사람 별로 없다”고 일축했다.김 위원장은 윤 전 총장의 국민의힘 입당 가능성에 대해 “국민의힘이 그런 모습을 갖다가 보이면 그 사람도 마다하지 않을 것”이라고 말했다. 국민의힘이 4월 보궐선거 승리를 발판으로 확실한 대선 교두보를 마련한다면 윤 전 총장도 결국 국민의힘으로 들어올 것이라는 전망이다. 김 위원장은 윤 전 총장의 정계 진출을 도울 생각이 있느냐는 질문에는 “아무 관계도 없는 사람인데 도와주고 안 도와주고 그런 얘기 할 수도 없다”면서도 “한번 보자고 하면 만날 수 있을 것”이라고 답했다.김 위원장은 “나는 헛소리하는 사람이 아니다”라며 4·7 보궐선거가 끝나면 비대위원장직에서 물러날 것이라는 의지를 재차 밝혔다. 그러면서도 “정계 개편하는 걸 밖에서 구경하는게 재미있을 것”이라고 여지를 남겼다. 국민의힘 안팎에서는 김 위원장이 사퇴 이후에도 당 바깥에서 내년 대선까지 ‘킹 메이커’ 역할을 맡으려 할 것이라는 예상이 나오는 상황이다.김 위원장은 전날에 이어 이날도 안철수 국민의당 대표를 혹평했다. ‘안 대표가 내년 대선에서 역할을 꿈꾸고 있는 것 같다’는 질문에 “꿈이야 꿈으로 사라질 수 있다”고 잘라 말했다. 김 위원장은 ‘안 대표의 별의 순간은 언제인가’는 질문에 “2011년 지지도가 40% 가까이 됐을 때, 안철수씨의 별의 순간이 그때 떴는데, 그 순간을 놓쳐 버렸다”고 답했다. 그러면서 그는 “(안 대표가) 세상을 좀 분명하게 현실을 제대로 인식하고서 정치를 했으면 좋겠다”면서 “자기 혼자 생각한다고 모든 일이 성취되는게 아니다. 그래서 별의 순간을 잡으라는 얘기인데, 혼자 생각했다고 불쑥 나서면 지도자가 성공을 할 수 없다”고 비판했다. 김 위원장은 “안 대표가 정권교체에 걸림돌이 될 수도 있다”고 했던 전날 JTBC 인터뷰 발언에 대해서는 “지금처럼 무슨 단일화 가지고 옥신각신하는 문제가 또 생기지 않을까 하는 기우에서 하는 얘기”라고 설명했다."
808,2021.03.26 10:25,"“내가 여론조사 3등인데 왜 TV토론 초청 안해?” 허경영, 3자토론 요구",경향신문,박홍두 기자 phd@kyunghyang.com,"“허경영이 여론조사 3등인데 왜 TV토론 초청 제외합니까?”4·7 서울시장 보궐선거에 출마한 허경영 국가혁명당 후보가 26일 자신이 여론조사상 지지율 3위라며 박영선 더불어민주당 후보, 오세훈 국민의힘 후보와 함께 ‘3자토론’을 요구하고 나섰다.허 후보는 이날 자신의 사회관계망서비스(SNS)에 “허경영이 여론조사 3등이다”라며 “TV 초청토론회에 5명을 초청하는데 왜 허경영을 제외합니까”라고 주장했다.허 후보는 “지지율 0% 후보 말고 허경영 포함 3자토론을 진행하는게 어떨까요”라며 “인지도가 낮은 나머지 후보는 모두가 일하고 있는 낮 시간대에 토론회를 진행하는 것 또한 형평성에 어긋난다”고 주장했다.실제로 허 후보는 지난 24일 리얼미터가 오마이뉴스 의뢰로 한 여론조사 결과(서울 시민 806명 대상, 표본오차 95% 신뢰수준에 ±3.5%포인트, 자세한 내용은 중앙선거여론조사심의위원회 홈페이지 참조), 1.2%를 기록해 오세훈(55.0%), 박영선(36.5%) 후보에 이어 3위에 올랐다.중앙선거관리위원회가 주관하는 서울시장 보궐선거 후보 TV초청토론은 오는 30일 밤 10시 진행된다. 나머지 후보들의 TV토론은 29일 오후 2시30분에 열린다.규정상 토론 초청 대상자는 ‘5석 이상의 소속의원을 가진 정당의 추천 후보자’, ‘직전 선거에서 3% 이상의 득표를 득표한 정당 추천 후보자’, ‘최근 4년 이내에 해당 선거구에서 실시한 선거에서 10% 이상 득표한 후보자’, ‘언론기관이 실시해 공표한 여론조사결과 평균 지지율 5% 이상인 후보자’ 중 하나 이상의 조건을 충족한 후보들이다."
809,2021.03.26 09:00,여영국 “두 분에게 투표하는 자체가 큰 의미가 없다는 생각”,경향신문,박홍두 기자 phd@kyunghyang.com,"정의당 새 당대표에 선출된 여영국 대표가 26일 4·7 서울시장 보궐선거에 출마한 더불어민주당 박영선, 국민의힘 오세훈 후보 등과 관련해 “두 분에게 투표하는 자체가 큰 의미가 없다는 생각”이라고 비판했다.여 대표는 이날 MBC 라디오 <김종배의 시선집중> 인터뷰에서 “(지금 선거가) 우리 서민들 먹고 사는 문제하고 전혀 별개의 선거로 가고 있다”며 이 같이 말했다.여 대표는 “누가 더 가치가 있고 누가 더 가치가 없다 이렇게 평가하기에 오십보 백보 약간의 차이는 있습니다만 여전히 개발이라는 서울 같은 경우 아파트를 공급을 어떻게 잘 할 거냐, 고도제한을 누가 잘 풀 거냐 이런 개발경쟁을 하고 있다”고 직격하기도 했다.그러면서 여 대표는 “그동안 ‘차선·차악’에 투표했던 프레임 안에 정의당이 갇혀 있었다”며 “이걸 벗어나겠다”고 밝혔다.김종철 전 대표의 성추행 사건으로 재보선에 정의당 후보를 내지 않은 점에 대한 어려움도 호소했다. 여 대표는 “정당이 후보 없는 선거의 입장을 취하는 게 이렇게 갑갑하고 힘들 줄 몰랐다”며 “그래서 저희들은 보궐선거 국면에 대한민국 보궐선거가 없더라도 가장 국민들한테 현안 문제가 LH 투기 문제로 이번에 확인된 부동산 투기의 문제다. 이 문제를 근절하기 위해서 다음 주부터 부동산 투기공화국 해체라는 슬로건을 걸고 전국 순회 정당 연설회 계획하고 있다”고 했다.이어 “그래서 이번 보궐선거에서 어떻게 할 것인가 하는 고민들을 많이 하고 있는데 정의당이 새롭게 변경하고자 하는 ‘반기득권 정치동맹’ 노선을 갈 것”이라고 밝혔다."
810,2021.03.25 21:15,‘베트남전 위문공연’ 배일집·현미 등 원로 연예인 26명 “참전유공자 인정해달라”,경향신문,곽희양 기자 huiyang@kyunghyang.com,"국방부 “일시적 활동” 거부권익위 “다른 도움 고민 중”베트남전쟁 당시 파병 한국군을 위해 위문공연을 한 코미디언 배일집·이상해, 가수 현미·장미화씨 등 원로 연예인 26명이 “우리도 참전유공자로 인정해달라”고 요구했다가 국방부로부터 거부당한 사실이 뒤늦게 알려졌다. 국방부는 이들이 당시 국방부 소속이 아니었고 위문공연 활동도 일시적으로 했다는 점을 이유로 들었다.1960년대 후반 베트남전쟁 한국군 위문공연을 했던 배일집씨 등 연예인들은 25일 전현희 국민권익위원장을 만나 “국방부 소속이 아니었다는 이유로 참전유공자에서 제외된 건 형평성에 어긋난다”고 주장했다.국방부는 ‘참전업무처리 훈령’ 등 규정에 따라 이들을 참전유공자로 인정하지 않았다. 그러자 이들은 지난해 8월 권익위에 26명 이름으로 집단민원을 냈다. 이들은 “전쟁지역에서 파병군인을 대상으로 위문공연을 진행했는데도 국방부가 참전유공자로 인정해달라는 요청을 받아들이지 않았다”고 밝혔다.앞서 국방부는 1996년과 2014년 참전유공자로 인정받은 연예인 2명과 이들 26명은 소속과 활동기간이 다르다고 판단했다. 참전유공자로 인정받은 연예인은 국방부 ‘군예단’ 소속이었던 반면 이들 26명은 문화공보부 ‘연예인위문단’ 소속이었다.또 군예단은 군 막사에서 생활했지만 연예인위문단은 호텔에서 생활해 이들이 군의 지휘를 받지 않았다고 봤다. 보통 군예단은 3개월 동안 활동한 반면 연예인위문단은 1개월 동안 활동한 점도 고려했다.이들의 의견을 들은 전 위원장은 “국가를 위해 헌신한 베트남전쟁 참전 위문 연예인들에게 어떤 도움을 드릴 수 있을지 고민하고 있다”고 말했다. 권익위는 향후 국방부·국가보훈처 등 관계기관과 협의에 나서겠다고 밝혔다."
811,2021.03.25 21:02,김종인·안철수 ‘불편한 동거’,경향신문,박순봉 기자 gabgu@kyunghyang.com,"‘안’ 유세 연설에 ‘김’ 떠나재·보선 한솥밥에도 냉랭‘외곽 보수’ 복당 호시탐탐김종인 국민의힘 비상대책위원장과 안철수 국민의당 대표의 오랜 악연이 뒤끝을 남기고 있다. 김 위원장은 25일 유세 현장에서 안 대표가 연설을 하자 자리를 떠났고, 전날 인터뷰에선 안 대표를 향해 “정권교체에 지장을 초래할 수 있다”고 말했다. 4·7 재·보궐 선거까지 ‘한솥밥’을 먹게 됐지만 냉랭한 분위기는 여전한 것이다.김 위원장과 안 대표는 서울 덕수궁 대한문 앞 오세훈 서울시장 후보 선거 유세 현장에 함께했다. 안 대표는 연단에 오르기 전 김 위원장에게 악수를 청했고, 두 사람이 악수하는 모습도 포착됐다. 하지만 김 위원장은 안 대표 연설이 시작되자 자리를 떠났다.김 위원장은 국회에서 기자들이 ‘안 대표와 어떻게 교류하고 협력하느냐’는 질문에 “(안 대표) 스스로 생각할 문제”라며 “내가 어떻게 하라고 얘기할 수 없다”고 답했다. 전날 JTBC 인터뷰에서는 “제가 보기엔 (안 대표의 대선 출마가) 가능하다고 생각하지 않는다”고 말하기도 했다. 안 대표가 ‘정권교체에 장애가 될 수 있다고 생각하느냐’란 질문에는 “그럴 가능성이 농후하다”는 날선 대답도 내놨다.김 위원장과 ‘외곽 보수’들의 갈등도 이어지고 있다. 홍준표 무소속 의원은 사회관계망서비스(SNS)에 “아름답게 퇴임하시라”며 김 위원장을 공격했다. 김 위원장은 앞서 언론 인터뷰에서 홍 의원과 김무성 전 의원 등을 “(단일화 과정에서) 안철수 후보를 지지한 사람들이다. 그런 사람들이 당을 맡아왔으니 당이 오늘날 이 꼴이 됐다”며 비판한 바 있다.복당이 안 된 ‘외곽 보수’와 당내 주도권을 잡을 수 없는 중진 의원들 대 김 위원장 간 갈등 구도는 선거 후 야권 개편에 중요 요소로 작용할 것으로 보인다. ‘김종인 체제를 유지할 것이냐, 새 당대표를 선출할 것이냐’는 두 가지 선택지가 놓여 있다."
812,2021.03.25 21:02,"‘정치 고향’ 구로 간 박영선, 청년·소상공인 정책 강조",경향신문,곽희양,"박영선 더불어민주당 서울시장 후보는 25일 편의점 야간 아르바이트로 공식 선거운동을 시작했다. 그러면서 자신이 청년과 1인 가구, 소상공인을 위한 후보라고 강조했다. ‘부동산 프레임’에서 벗어나 ‘청년·소상공인을 위한 중소벤처기업부 장관’ 이미지로 바닥 민심을 끌어모으려는 것으로 풀이된다. 본격적인 유세는 ‘정치적 고향’인 서울 구로구를 비롯해 영등포구 등 전통적으로 민주당의 지지세가 강한 곳에서 이뤄졌다. 지지층부터 결집시키겠다는 의도로 읽힌다.박 후보는 이날 0시부터 1시간 동안 마포구의 한 편의점에서 상품을 진열하고 손님을 맞았다. 그는 “청년들이 최저임금 8720원에 야간수당 50%를 받으며 꿈을 위해 고단하게 산다”며 “생활시장, 민생시장이 되겠다”고 말했다. 편의점에서 1인 가구를 위한 물품이 많이 팔리는 것을 두고도 “1인 가구를 위한 도시정책이 필요하다”고 말했다.박 후보는 중기부 장관 시절 스마트상점·무인스토어를 확산시켰다는 점을 강조했다. 그는 “밤 12시부터 아침 7시까지 무인으로 가게가 돌아가고, 밤에 올라가는 매출만큼 (아르바이트생에게 임금을) 지불하면 된다”며 “일자리가 없어지지 않고 건강한 도시가 될 수 있다”고 말했다.구로디지털단지에서 이어진 유세단 출정식에서도 ‘소상공인을 위한 장관’이라는 점을 강조했다. 박 후보는 또 고등학교 3학년 수험생의 코로나19 백신 ‘화이자’ 우선 접종을 제안하기도 했다. 이낙연 민주당 상임선거대책위원장은 “순대 가게 계산도 키오스크가 해주는 자영업자를 만든 것이 박영선”이라고 추켜세웠다.이날 박 후보의 유세현장은 주로 구로구와 영등포구에 집중됐다. 출근길 인사도 신도림역 앞이었다. 박 후보의 남편도 ‘박영선 남편’이라고 쓰인 목걸이형 이름표를 달고 함께 명함을 돌렸다.박 후보는 구로구 유세에서는 “정치적 고향”이라고 강조하며 “2008년 이명박 정권 당시 선거에서 구로 시민들의 박영선에 대한 선택이 없었으면 BBK 진실도 밝혀지지 않았을 것”이라고 말했다. 18대 총선에서 당선된 경험을 거론한 것이다. 박 후보는 “시민분들이 지금 부동산 문제 때문에 가슴에 응어리가 졌는데 제가 서울시민의 화를 풀어드리겠다”고 강조했다.오세훈 국민의힘 후보에 대한 견제도 이어갔다. 박 후보는 “내곡동 관련된 세 가지 거짓말에 대해 확실히 답을 줘야 한다”고 그를 몰아세웠다. 박 후보는 TBS라디오 인터뷰에서도 “아이들의 밥그릇을 차별하는 일에 시장직을 걸어 퇴출됐던 사람”이라고 비판했다. 오 후보와의 지지율 격차에 대해선 “따박따박 하루에 2%포인트씩 올릴 자신이 있다”고 말했다."
813,2021.03.25 21:02,‘강북 V라인’ 유세 오세훈 “재개발” 부동산 민심 공략,경향신문,심진용 기자 sim@kyunghyang.com,"오세훈 국민의힘 서울시장 후보는 강북 지역을 기점으로 4·7 서울시장 보궐선거 공식 선거운동을 시작했다. 그는 강북 지역 유세마다 ‘개발’ 공약을 꺼냈고, “주택 생지옥”이라며 문재인 정부의 부동산 문제를 거론했다. 야당의 ‘약세 지역’으로 꼽히는 강북에서 ‘부동산 민심’을 공략해 확실한 승리를 거두겠다는 전략으로 풀이된다.오 후보는 공식 선거운동이 시작되는 25일 0시 성동구 군자차량기지를 방문했다. 작업모를 쓰고 방호복 차림을 한 오 후보는 운행을 마치고 차량기지로 들어오는 차량 소독 작업에 참여했다.오 후보는 “우리가 알지 못한 사이에 새벽까지 고생하는 분들이 계신다”며 “정책과 공약으로 선거에 임해 다시 뛰는 서울시를 반드시 만들겠다”고 다짐했다.본격적인 선거 유세는 오전 은평구 출근길 인사로 시작했다. 은평구부터 서대문구·중구·동대문구·중랑구·노원구·도봉구·강북구로 이어지는 유세 일정을 소화했다.오 후보 캠프 측은 첫날 일정을 두고 “강북지역을 ‘V’자로 그리는 ‘Victory(승리) 서울’ 행보”라고 설명했다. 앞서 오 후보는 산업통상자원부의 북한 원전 문건 파일명에 붙은 ‘V’를 두고 “대통령을 뜻하는 VIP의 약어”라고 주장해 비판을 받았다. 헛발질로 곤욕을 치른 셈이지만 오 후보는 오히려 적극적인 ‘V 마케팅’을 벌였다. ‘셀프 디스’로 논란을 돌파하려는 시도였다.오 후보는 강북 유세 내내 ‘재개발’을 강조했고 부동산 문제를 거론했다. 자신의 약세 지역을 다니며 상대의 약점을 집중 공략한 셈이다. 은평구 유세에서 오 후보는 “지난 10년간 서울지역에서 가장 변화에 뒤처진 곳이 서북권”이라며 “은평뉴타운 이후 변화가 없다. 서북권부터 열심히 발전시키겠다는 마음에 이곳에서 첫 유세를 출발한다”고 밝혔다. 서대문구 인왕시장 유세에서는 문 대통령을 향해 “주택 생지옥을 만들어놓고도 사죄한 적 없다”며 공격했다.오 후보는 “집값 자신 있다고 걱정하지 말라고 4년 동안 우기더니, 전문가 말 안 듣고 야당 말 안 들어주는 독재 아니냐”고 ‘독재자’ 발언도 재차 꺼냈다. 오 후보는 동대문구 경동시장 유세에서도 “동대문의 발전 시계가 멈췄다. 재개발할 곳은 많은데 정말 답답하다”며 공세를 이어갔다.오 후보는 중구 덕수궁 앞 유세에서 안철수 국민의당 대표와 함께 유세차량에 올랐다. 공동선대위원장을 맡은 안 대표는 “문 정권과 민주당 심판을 위해 기호 2번 오세훈 후보를 찍어달라”고 호소했다. 오 후보는 안 후보의 손을 위로 들어올리며 인사했다. 이날 유세에는 김종인 비상대책위원장과 주호영 원내대표를 비롯한 당 지도부 인사들이 대거 동참해 오 후보를 지원했다."
814,2021.03.25 20:59,"정의용 “북, 평화 위한 노력 함께해야” 라브로프 “관련국 협상 재개해야”",경향신문,김유진 기자 yjkim@kyunghyang.com,"한·러 외교장관 회담…코로나 안정 뒤 푸틴 방한 논의키로북한이 단거리 탄도미사일 2발을 발사한 25일 열린 한·러 외교장관회담에서도 한반도 정세가 비중 있게 논의됐다. 정의용 외교부 장관은 북한 미사일 발사에 ‘깊은 우려’를 표했고, 세르게이 라브로프 외무장관은 협상 재개를 촉구했다.정 장관은 서울 도렴동 외교부 청사에서 2009년 이후 12년 만에 방한한 라브로프 장관과 만나 한반도 상황을 평가하고 양국관계와 코로나19 협력, 글로벌 현안을 주제로 회담했다.정 장관은 회담 뒤 언론발표에서 “우리 측은 한반도의 완전한 비핵화라는 목표의 조기 달성을 위해 정부가 여러 노력을 경주하는 가운데 북한이 단거리 탄도미사일로 보이는 발사체를 발사한 데 대해 깊은 우려를 표명했다”고 밝혔다. 이어 “북측이 2018년 9월 남북 정상 간 합의한 대로 한반도를 핵무기와 핵위협이 없는 평화의 터전으로 만들어 나가기 위한 노력에 계속 함께할 것을 당부했다”고 밝혔다. ‘핵무기와 핵위협이 없는 한반도’라는 표현은 평양공동선언 5조에 명시된 내용이기는 하나, 한반도 비핵화에 대한 북한 방식의 해석과 같은 것이다.라브로프 장관은 언론발표에서 “한반도는 물론 동북아 지역에서 평화 안정을 유지하기 위한 노력이 중요하다”고 밝혔다. 그는 또 “양국은 역내 문제를 확실히 해결하기 위해 모든 관련국 간 협상 프로세스가 가능한 한 빨리 재개돼야 한다는 입장”이라며 북·미 간 조속한 대화 재개를 촉구했다.방한 전 중국에서 왕이(王毅) 외교부장과의 회담에서 미국의 인권제재 등을 규탄했던 라브로프 장관은 이날 미국을 직접 겨냥한 메시지를 내놓지는 않았다. 그러나 동북아 평화를 위해 “모든 관련국이 군비경쟁과 군사활동 활성화를 포기해야 한다”거나 아시아 주도의 다자 협의체를 강조하는 등 우회적으로 대미 견제 태도를 드러냈다.회담에서는 코로나19 사태가 안정되는 대로 블라디미르 푸틴 대통령의 방한 문제를 논의하는 데도 공감했다. 또한 러시아 백신 위탁생산 등 코로나19 관련 협력, 경제협력 방안인 ‘9개 다리 행동계획’ 등도 논의됐다."
